p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,Cody Glass,Center,Forward,54,Vegas Golden Knights,406,198
Denis Gurianov,Right Wing,Forward,25,Dallas Stars,962,Joe Pavelski,Center,Forward,25,Dallas Stars,1130,198
Danton Heinen,Left Wing,Forward,24,Anaheim Ducks,665,Sam Steel,Center,Forward,24,Anaheim Ducks,674,199
Phillip Danault,Center,Forward,8,Montréal Canadiens,1417,Josh Anderson,Right Wing,Forward,8,Montréal Canadiens,1318,199
Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1532,William Karlsson,Center,Forward,54,Vegas Golden Knights,1505,199
Dylan Gambrell,Center,Forward,28,San Jose Sharks,865,Timo Meier,Right Wing,Forward,28,San Jose Sharks,917,199
Ryan Johansen,Center,Forward,18,Nashville Predators,979,Mikael Granlund,Center,Forward,18,Nashville Predators,1260,199
Nick Leddy,Defenseman,Defenseman,2,New York Islanders,1802,Ryan Pulock,Defenseman,Defenseman,2,New York Islanders,1861,200
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1302,Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1520,200
Ryan Murray,Defenseman,Defenseman,1,New Jersey Devils,894,Sami Vatanen,Defenseman,Defenseman,25,Dallas Stars,665,200
Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,813,Jakub Vrana,Left Wing,Forward,17,Detroit Red Wings,863,200
Mathieu Olivier,Right Wing,Forward,18,Nashville Predators,357,Colton Sissons,Center,Forward,18,Nashville Predators,916,200
Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,943,Nolan Patrick,Center,Forward,4,Philadelphia Flyers,738,200
Rasmus Asplund,Center,Forward,7,Buffalo Sabres,360,Tage Thompson,Right Wing,Forward,7,Buffalo Sabres,544,200
Mattias Janmark,Center,Forward,54,Vegas Golden Knights,1208,Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,200
Justin Braun,Defenseman,Defenseman,4,Philadelphia Flyers,1032,Travis Sanheim,Defenseman,Defenseman,4,Philadelphia Flyers,1269,200
Jordan Kyrou,Center,Forward,19,St. Louis Blues,915,Robert Thomas,Center,Forward,19,St. Louis Blues,546,200
Owen Tippett,Right Wing,Forward,13,Florida Panthers,598,Eetu Luostarinen,Center,Forward,13,Florida Panthers,612,200
Leo Komarov,Right Wing,Forward,2,New York Islanders,697,Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1372,200
Mattias Janmark,Center,Forward,54,Vegas Golden Knights,1208,Nicolas Roy,Center,Forward,54,Vegas Golden Knights,957,201
Artemi Panarin,Left Wing,Forward,3,New York Rangers,908,Kaapo Kakko,Right Wing,Forward,3,New York Rangers,724,201
Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,946,Pius Suter,Center,Forward,16,Chicago Blackhawks,1009,201
Matt Dumba,Defenseman,Defenseman,30,Minnesota Wild,1369,Ryan Suter,Defenseman,Defenseman,0,No team,1442,201
Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1532,201
Carl Soderberg,Center,Forward,21,Colorado Avalanche,715,Mattias Janmark,Center,Forward,54,Vegas Golden Knights,1208,201
Eric Staal,Center,Forward,8,Montréal Canadiens,1054,Victor Olofsson,Left Wing,Forward,7,Buffalo Sabres,1053,202
Brandon Montour,Defenseman,Defenseman,13,Florida Panthers,1165,Markus Nutivaara,Defenseman,Defenseman,13,Florida Panthers,552,203
Jaret Anderson-Dolan,Center,Forward,26,Los Angeles Kings,459,Trevor Moore,Center,Forward,26,Los Angeles Kings,814,203
James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,991,Scott Laughton,Center,Forward,4,Philadelphia Flyers,851,203
Morgan Geekie,Center,Forward,12,Carolina Hurricanes,372,Steven Lorentz,Center,Forward,12,Carolina Hurricanes,602,203
Nick Bonino,Center,Forward,30,Minnesota Wild,911,Nick Bjugstad,Center,Forward,30,Minnesota Wild,575,204
Mathieu Joseph,Right Wing,Forward,14,Tampa Bay Lightning,758,Ross Colton,Center,Forward,14,Tampa Bay Lightning,582,204
Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1473,Mathieu Joseph,Right Wing,Forward,14,Tampa Bay Lightning,758,204
Travis Zajac,Center,Forward,2,New York Islanders,1076,Janne Kuokkanen,Left Wing,Forward,1,New Jersey Devils,757,204
Nick Ritchie,Left Wing,Forward,6,Boston Bruins,998,Jake DeBrusk,Left Wing,Forward,6,Boston Bruins,761,204
Yakov Trenin,Center,Forward,18,Nashville Predators,654,Tanner Jeannot,Left Wing,Forward,18,Nashville Predators,247,204
Adrian Kempe,Center,Forward,26,Los Angeles Kings,1021,Trevor Moore,Center,Forward,26,Los Angeles Kings,814,204
Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,Blake Coleman,Center,Forward,14,Tampa Bay Lightning,1369,204
Joel Armia,Right Wing,Forward,8,Montréal Canadiens,970,Corey Perry,Right Wing,Forward,8,Montréal Canadiens,994,205
Trevor Lewis,Center,Forward,52,Winnipeg Jets,645,Mathieu Perreault,Left Wing,Forward,52,Winnipeg Jets,755,206
Trevor Lewis,Center,Forward,52,Winnipeg Jets,645,Jansen Harkins,Center,Forward,52,Winnipeg Jets,246,206
Noel Acciari,Center,Forward,13,Florida Panthers,748,Ryan Lomberg,Left Wing,Forward,13,Florida Panthers,394,206
Ryan McDonagh,Defenseman,Defenseman,14,Tampa Bay Lightning,1708,David Savard,Defenseman,Defenseman,14,Tampa Bay Lightning,1354,206
Ryan McDonagh,Defenseman,Defenseman,14,Tampa Bay Lightning,1708,Victor Hedman,Defenseman,Defenseman,14,Tampa Bay Lightning,2204,206
Jaret Anderson-Dolan,Center,Forward,26,Los Angeles Kings,459,Carl Grundstrom,Right Wing,Forward,26,Los Angeles Kings,585,206
Connor Brown,Right Wing,Forward,9,Ottawa Senators,1029,Josh Norris,Center,Forward,9,Ottawa Senators,945,207
Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,888,Mats Zuccarello,Right Wing,Forward,30,Minnesota Wild,867,207
Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1127,Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1520,207
Connor McDavid,Center,Forward,22,Edmonton Oilers,1491,Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,611,207
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,1184,Nick Foligno,Left Wing,Forward,10,Toronto Maple Leafs,950,208
Chris Kreider,Left Wing,Forward,3,New York Rangers,888,Artemi Panarin,Left Wing,Forward,3,New York Rangers,908,209
Josh Mahura,Defenseman,Defenseman,24,Anaheim Ducks,244,Kevin Shattenkirk,Defenseman,Defenseman,24,Anaheim Ducks,1274,209
Jaccob Slavin,Defenseman,Defenseman,12,Carolina Hurricanes,1483,Brett Pesce,Defenseman,Defenseman,12,Carolina Hurricanes,1703,209
Danton Heinen,Left Wing,Forward,24,Anaheim Ducks,665,Adam Henrique,Center,Forward,24,Anaheim Ducks,845,209
Andrej Sekera,Defenseman,Defenseman,25,Dallas Stars,755,Mark Pysyk,Defenseman,Defenseman,25,Dallas Stars,423,210
Adam Henrique,Center,Forward,24,Anaheim Ducks,845,Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1070,210
Dylan Gambrell,Center,Forward,28,San Jose Sharks,865,John Leonard,Left Wing,Forward,28,San Jose Sharks,506,210
Taylor Hall,Left Wing,Forward,6,Boston Bruins,1273,Eric Staal,Center,Forward,8,Montréal Canadiens,1054,210
Jaden Schwartz,Left Wing,Forward,19,St. Louis Blues,800,Jordan Kyrou,Center,Forward,19,St. Louis Blues,915,210
Devin Shore,Center,Forward,22,Edmonton Oilers,477,Jujhar Khaira,Left Wing,Forward,22,Edmonton Oilers,549,211
Ryan Donato,Center,Forward,28,San Jose Sharks,695,Dylan Gambrell,Center,Forward,28,San Jose Sharks,865,211
Erik Brannstrom,Defenseman,Defenseman,9,Ottawa Senators,543,Artem Zub,Defenseman,Defenseman,9,Ottawa Senators,892,211
T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1160,Lars Eller,Center,Forward,15,Washington Capitals,843,211
Ryan Graves,Defenseman,Defenseman,21,Colorado Avalanche,1275,Cale Makar,Defenseman,Defenseman,21,Colorado Avalanche,1395,211
Christian Djoos,Defenseman,Defenseman,17,Detroit Red Wings,558,Patrik Nemeth,Defenseman,Defenseman,21,Colorado Avalanche,1142,211
Matt Duchene,Center,Forward,18,Nashville Predators,671,Filip Forsberg,Left Wing,Forward,18,Nashville Predators,871,212
P.K. Subban,Defenseman,Defenseman,1,New Jersey Devils,1049,Ryan Murray,Defenseman,Defenseman,1,New Jersey Devils,894,212
Andrej Sekera,Defenseman,Defenseman,25,Dallas Stars,755,Esa Lindell,Defenseman,Defenseman,25,Dallas Stars,1367,212
Bobby Ryan,Right Wing,Forward,17,Detroit Red Wings,523,Robby Fabbri,Center,Forward,17,Detroit Red Wings,538,212
Brad Marchand,Left Wing,Forward,6,Boston Bruins,1335,David Krejci,Center,Forward,6,Boston Bruins,1277,213
Samuel Girard,Defenseman,Defenseman,21,Colorado Avalanche,1414,Cale Makar,Defenseman,Defenseman,21,Colorado Avalanche,1395,213
Pierre-Edouard Bellemare,Center,Forward,21,Colorado Avalanche,713,J.T. Compher,Left Wing,Forward,21,Colorado Avalanche,855,213
Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1030,Zach Parise,Left Wing,Forward,0,No team,698,214
Zach Hyman,Left Wing,Forward,10,Toronto Maple Leafs,1017,John Tavares,Center,Forward,10,Toronto Maple Leafs,1145,214
Mathieu Joseph,Right Wing,Forward,14,Tampa Bay Lightning,758,Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1520,214
Rudolfs Balcers,Left Wing,Forward,28,San Jose Sharks,658,Dylan Gambrell,Center,Forward,28,San Jose Sharks,865,214
Mika Zibanejad,Center,Forward,3,New York Rangers,1228,Ryan Strome,Center,Forward,3,New York Rangers,1074,214
Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,1116,Jack Roslovic,Center,Forward,29,Columbus Blue Jackets,895,214
Chris Tierney,Center,Forward,9,Ottawa Senators,860,Tim Stützle,Left Wing,Forward,9,Ottawa Senators,905,214
Jordan Martinook,Left Wing,Forward,12,Carolina Hurricanes,726,Brock McGinn,Left Wing,Forward,12,Carolina Hurricanes,748,215
John Tavares,Center,Forward,10,Toronto Maple Leafs,1145,Alex Galchenyuk,Center,Forward,10,Toronto Maple Leafs,521,215
Artemi Panarin,Left Wing,Forward,3,New York Rangers,908,Colin Blackwell,Center,Forward,3,New York Rangers,693,215
Alex DeBrincat,Left Wing,Forward,16,Chicago Blackhawks,1231,Kirby Dach,Center,Forward,16,Chicago Blackhawks,353,215
Travis Zajac,Center,Forward,2,New York Islanders,1076,Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1372,215
Nick Foligno,Left Wing,Forward,10,Toronto Maple Leafs,950,Alexandre Texier,Center,Forward,29,Columbus Blue Jackets,844,216
J.T. Compher,Left Wing,Forward,21,Colorado Avalanche,855,Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,952,216
Riley Nash,Center,Forward,10,Toronto Maple Leafs,490,Eric Robinson,Left Wing,Forward,29,Columbus Blue Jackets,703,216
Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,876,James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,991,216
Mike Hoffman,Center,Forward,19,St. Louis Blues,941,Jordan Kyrou,Center,Forward,19,St. Louis Blues,915,216
Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1277,216
Keegan Kolesar,Right Wing,Forward,54,Vegas Golden Knights,632,Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,217
Tyler Motte,Center,Forward,23,Vancouver Canucks,401,Jay Beagle,Center,Forward,23,Vancouver Canucks,409,217
Jason Zucker,Left Wing,Forward,5,Pittsburgh Penguins,740,Jared McCann,Left Wing,Forward,5,Pittsburgh Penguins,730,217
Lars Eller,Center,Forward,15,Washington Capitals,843,Richard Panik,Right Wing,Forward,17,Detroit Red Wings,619,217
Sean Couturier,Center,Forward,4,Philadelphia Flyers,918,Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,876,217
Jeff Petry,Defenseman,Defenseman,8,Montréal Canadiens,1952,Brett Kulak,Defenseman,Defenseman,8,Montréal Canadiens,943,218
Ryan Donato,Center,Forward,28,San Jose Sharks,695,Patrick Marleau,Center,Forward,28,San Jose Sharks,785,218
Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,770,Sam Reinhart,Right Wing,Forward,7,Buffalo Sabres,1123,218
Pavel Zacha,Center,Forward,1,New Jersey Devils,946,Nico Hischier,Center,Forward,1,New Jersey Devils,404,218
Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,Tomas Nosek,Left Wing,Forward,54,Vegas Golden Knights,580,218
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,1184,Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,1116,218
Milan Lucic,Left Wing,Forward,20,Calgary Flames,763,Dillon Dube,Center,Forward,20,Calgary Flames,697,218
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1302,Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1068,218
William Lagesson,Defenseman,Defenseman,22,Edmonton Oilers,269,Adam Larsson,Defenseman,Defenseman,22,Edmonton Oilers,1257,219
Brock Nelson,Center,Forward,2,New York Islanders,1517,Jordan Eberle,Right Wing,Forward,2,New York Islanders,1336,219
Connor Brown,Right Wing,Forward,9,Ottawa Senators,1029,Nick Paul,Left Wing,Forward,9,Ottawa Senators,968,219
Tom Wilson,Right Wing,Forward,15,Washington Capitals,979,Jakub Vrana,Left Wing,Forward,17,Detroit Red Wings,863,220
Craig Smith,Center,Forward,6,Boston Bruins,1040,Nick Ritchie,Left Wing,Forward,6,Boston Bruins,998,220
Josh Bailey,Right Wing,Forward,2,New York Islanders,1396,Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1372,220
Andrew Copp,Center,Forward,52,Winnipeg Jets,1246,Paul Stastny,Center,Forward,52,Winnipeg Jets,1192,221
Dustin Brown,Right Wing,Forward,26,Los Angeles Kings,954,Adrian Kempe,Center,Forward,26,Los Angeles Kings,1021,222
Jordan Martinook,Left Wing,Forward,12,Carolina Hurricanes,726,Steven Lorentz,Center,Forward,12,Carolina Hurricanes,602,222
Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1423,Jonathan Drouin,Left Wing,Forward,8,Montréal Canadiens,758,222
David Perron,Left Wing,Forward,19,St. Louis Blues,1156,Mike Hoffman,Center,Forward,19,St. Louis Blues,941,222
Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1289,Sam Bennett,Center,Forward,13,Florida Panthers,817,223
Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,946,David Kampf,Center,Forward,16,Chicago Blackhawks,891,223
Rasmus Asplund,Center,Forward,7,Buffalo Sabres,360,Casey Mittelstadt,Center,Forward,7,Buffalo Sabres,715,224
Jason Dickinson,Center,Forward,25,Dallas Stars,918,Jamie Benn,Left Wing,Forward,25,Dallas Stars,1045,225
Mike Hoffman,Center,Forward,19,St. Louis Blues,941,Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1410,225
Sam Steel,Center,Forward,24,Anaheim Ducks,674,Jakob Silfverberg,Right Wing,Forward,24,Anaheim Ducks,849,225
Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1434,Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1520,225
Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,746,Christian Fischer,Right Wing,Forward,53,Arizona Coyotes,664,225
Sean Couturier,Center,Forward,4,Philadelphia Flyers,918,Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,943,225
Josh Bailey,Right Wing,Forward,2,New York Islanders,1396,Mathew Barzal,Center,Forward,2,New York Islanders,1436,226
Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1148,Tim Stützle,Left Wing,Forward,9,Ottawa Senators,905,226
William Nylander,Right Wing,Forward,10,Toronto Maple Leafs,1071,Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1508,226
Zach Hyman,Left Wing,Forward,10,Toronto Maple Leafs,1017,Ilya Mikheyev,Right Wing,Forward,10,Toronto Maple Leafs,875,226
Mathieu Joseph,Right Wing,Forward,14,Tampa Bay Lightning,758,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,226
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,942,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,226
Alec Martinez,Defenseman,Defenseman,54,Vegas Golden Knights,1767,Zach Whitecloud,Defenseman,Defenseman,54,Vegas Golden Knights,1251,227
Elias Lindholm,Center,Forward,20,Calgary Flames,1206,Sean Monahan,Center,Forward,20,Calgary Flames,946,227
Jesper Bratt,Left Wing,Forward,1,New Jersey Devils,808,Nico Hischier,Center,Forward,1,New Jersey Devils,404,228
Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,770,Victor Olofsson,Left Wing,Forward,7,Buffalo Sabres,1053,228
Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1050,Scott Laughton,Center,Forward,4,Philadelphia Flyers,851,228
Andrej Sekera,Defenseman,Defenseman,25,Dallas Stars,755,Joel Hanley,Defenseman,Defenseman,25,Dallas Stars,456,228
Kaapo Kakko,Right Wing,Forward,3,New York Rangers,724,Alexis Lafrenière,Left Wing,Forward,3,New York Rangers,809,230
Mason Marchment,Left Wing,Forward,13,Florida Panthers,558,Aleksander Barkov,Center,Forward,13,Florida Panthers,1281,230
Nick Bonino,Center,Forward,30,Minnesota Wild,911,Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1030,230
Andrew Mangiapane,Left Wing,Forward,20,Calgary Flames,934,Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1064,230
Gabriel Vilardi,Center,Forward,26,Los Angeles Kings,831,Andreas Athanasiou,Center,Forward,26,Los Angeles Kings,704,231
Evgenii Dadonov,Right Wing,Forward,9,Ottawa Senators,875,Tim Stützle,Left Wing,Forward,9,Ottawa Senators,905,231
Roman Josi,Defenseman,Defenseman,18,Nashville Predators,1462,Dante Fabbro,Defenseman,Defenseman,18,Nashville Predators,774,232
Carter Verhaeghe,Center,Forward,13,Florida Panthers,926,Mason Marchment,Left Wing,Forward,13,Florida Panthers,558,232
Nick Bjugstad,Center,Forward,30,Minnesota Wild,575,Nico Sturm,Center,Forward,30,Minnesota Wild,623,232
Michael Bunting,Left Wing,Forward,53,Arizona Coyotes,351,Nick Schmaltz,Center,Forward,53,Arizona Coyotes,949,232
Dylan DeMelo,Defenseman,Defenseman,52,Winnipeg Jets,988,Logan Stanley,Defenseman,Defenseman,52,Winnipeg Jets,639,232
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,1184,Boone Jenner,Center,Forward,29,Columbus Blue Jackets,738,232
Adrian Kempe,Center,Forward,26,Los Angeles Kings,1021,Gabriel Vilardi,Center,Forward,26,Los Angeles Kings,831,232
Sean Monahan,Center,Forward,20,Calgary Flames,946,Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1064,232
Paul Stastny,Center,Forward,52,Winnipeg Jets,1192,Pierre-Luc Dubois,Left Wing,Forward,52,Winnipeg Jets,898,233
Christian Dvorak,Center,Forward,53,Arizona Coyotes,1118,Conor Garland,Right Wing,Forward,53,Arizona Coyotes,946,233
Tomas Tatar,Left Wing,Forward,8,Montréal Canadiens,890,Jesperi Kotkaniemi,Center,Forward,8,Montréal Canadiens,1163,234
Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1520,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,235
William Carrier,Left Wing,Forward,54,Vegas Golden Knights,760,Tomas Nosek,Left Wing,Forward,54,Vegas Golden Knights,580,235
Dmitry Kulikov,Defenseman,Defenseman,22,Edmonton Oilers,1016,Adam Larsson,Defenseman,Defenseman,22,Edmonton Oilers,1257,235
Miro Heiskanen,Defenseman,Defenseman,25,Dallas Stars,1501,John Klingberg,Defenseman,Defenseman,25,Dallas Stars,1400,235
Adam Boqvist,Defenseman,Defenseman,16,Chicago Blackhawks,630,Duncan Keith,Defenseman,Defenseman,22,Edmonton Oilers,1356,236
Quinn Hughes,Defenseman,Defenseman,23,Vancouver Canucks,1382,Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1368,236
Joe Thornton,Center,Forward,10,Toronto Maple Leafs,695,Jason Spezza,Center,Forward,10,Toronto Maple Leafs,695,236
Kevin Rooney,Center,Forward,3,New York Rangers,687,Brett Howden,Center,Forward,3,New York Rangers,539,236
Victor Olofsson,Left Wing,Forward,7,Buffalo Sabres,1053,Jack Eichel,Center,Forward,7,Buffalo Sabres,463,236
Robby Fabbri,Center,Forward,17,Detroit Red Wings,538,Dylan Larkin,Center,Forward,17,Detroit Red Wings,983,237
Bobby Ryan,Right Wing,Forward,17,Detroit Red Wings,523,Anthony Mantha,Right Wing,Forward,15,Washington Capitals,1219,237
Trevor van Riemsdyk,Defenseman,Defenseman,15,Washington Capitals,342,Brenden Dillon,Defenseman,Defenseman,15,Washington Capitals,1216,237
Max Comtois,Left Wing,Forward,24,Anaheim Ducks,894,Isac Lundestrom,Center,Forward,24,Anaheim Ducks,692,237
Niklas Hjalmarsson,Defenseman,Defenseman,53,Arizona Coyotes,763,Jordan Oesterle,Defenseman,Defenseman,53,Arizona Coyotes,785,237
Jon Merrill,Defenseman,Defenseman,8,Montréal Canadiens,1079,Marc Staal,Defenseman,Defenseman,17,Detroit Red Wings,1034,237
Josh Archibald,Right Wing,Forward,22,Edmonton Oilers,774,Devin Shore,Center,Forward,22,Edmonton Oilers,477,237
Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,Chandler Stephenson,Center,Forward,54,Vegas Golden Knights,1256,238
David Savard,Defenseman,Defenseman,14,Tampa Bay Lightning,1354,Mikhail Sergachev,Defenseman,Defenseman,14,Tampa Bay Lightning,1873,238
Ethan Bear,Defenseman,Defenseman,22,Edmonton Oilers,865,Caleb Jones,Defenseman,Defenseman,16,Chicago Blackhawks,449,239
Nazem Kadri,Center,Forward,21,Colorado Avalanche,1024,Mikko Rantanen,Right Wing,Forward,21,Colorado Avalanche,1324,239
Corey Perry,Right Wing,Forward,8,Montréal Canadiens,994,Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1423,241
Kyle Okposo,Right Wing,Forward,7,Buffalo Sabres,501,Cody Eakin,Center,Forward,7,Buffalo Sabres,610,242
Mikhail Sergachev,Defenseman,Defenseman,14,Tampa Bay Lightning,1873,Cal Foote,Defenseman,Defenseman,14,Tampa Bay Lightning,452,243
Michael Del Zotto,Defenseman,Defenseman,29,Columbus Blue Jackets,953,Dean Kukan,Defenseman,Defenseman,29,Columbus Blue Jackets,497,243
Vladislav Namestnikov,Center,Forward,17,Detroit Red Wings,931,Filip Zadina,Right Wing,Forward,17,Detroit Red Wings,858,244
Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1368,Olli Juolevi,Defenseman,Defenseman,23,Vancouver Canucks,321,244
Ryan Donato,Center,Forward,28,San Jose Sharks,695,John Leonard,Left Wing,Forward,28,San Jose Sharks,506,244
Jake Bean,Defenseman,Defenseman,12,Carolina Hurricanes,774,Haydn Fleury,Defenseman,Defenseman,24,Anaheim Ducks,744,244
Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1368,Alexander Edler,Defenseman,Defenseman,23,Vancouver Canucks,1130,244
Joel Armia,Right Wing,Forward,8,Montréal Canadiens,970,Jesperi Kotkaniemi,Center,Forward,8,Montréal Canadiens,1163,245
Alexander Kerfoot,Center,Forward,10,Toronto Maple Leafs,967,William Nylander,Right Wing,Forward,10,Toronto Maple Leafs,1071,245
Cedric Paquette,Center,Forward,12,Carolina Hurricanes,466,Steven Lorentz,Center,Forward,12,Carolina Hurricanes,602,245
Corey Perry,Right Wing,Forward,8,Montréal Canadiens,994,Jesperi Kotkaniemi,Center,Forward,8,Montréal Canadiens,1163,246
Carl Grundstrom,Right Wing,Forward,26,Los Angeles Kings,585,Trevor Moore,Center,Forward,26,Los Angeles Kings,814,246
Johan Larsson,Left Wing,Forward,53,Arizona Coyotes,775,Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,990,247
Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1068,Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1520,247
Riley Sheahan,Center,Forward,7,Buffalo Sabres,720,Curtis Lazar,Center,Forward,6,Boston Bruins,781,247
Brandon Tanev,Left Wing,Forward,5,Pittsburgh Penguins,574,Zach Aston-Reese,Left Wing,Forward,5,Pittsburgh Penguins,774,247
William Carrier,Left Wing,Forward,54,Vegas Golden Knights,760,Keegan Kolesar,Right Wing,Forward,54,Vegas Golden Knights,632,248
Tomas Hertl,Center,Forward,28,San Jose Sharks,994,Rudolfs Balcers,Left Wing,Forward,28,San Jose Sharks,658,248
Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,813,Tom Wilson,Right Wing,Forward,15,Washington Capitals,979,248
Andrew Copp,Center,Forward,52,Winnipeg Jets,1246,Mark Scheifele,Center,Forward,52,Winnipeg Jets,1377,248
Filip Forsberg,Left Wing,Forward,18,Nashville Predators,871,Eeli Tolvanen,Right Wing,Forward,18,Nashville Predators,719,248
Philipp Kurashev,Center,Forward,16,Chicago Blackhawks,767,Mattias Janmark,Center,Forward,54,Vegas Golden Knights,1208,249
Nils Hoglander,Left Wing,Forward,23,Vancouver Canucks,894,J.T. Miller,Center,Forward,23,Vancouver Canucks,1251,249
Evgenii Dadonov,Right Wing,Forward,9,Ottawa Senators,875,Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1148,250
Kirill Kaprizov,Left Wing,Forward,30,Minnesota Wild,1255,Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1030,250
Mattias Ekholm,Defenseman,Defenseman,18,Nashville Predators,1327,Dante Fabbro,Defenseman,Defenseman,18,Nashville Predators,774,251
Nick Suzuki,Center,Forward,8,Montréal Canadiens,1575,Corey Perry,Right Wing,Forward,8,Montréal Canadiens,994,251
Mikhail Sergachev,Defenseman,Defenseman,14,Tampa Bay Lightning,1873,Jan Rutta,Defenseman,Defenseman,14,Tampa Bay Lightning,1011,251
Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,946,Brandon Hagel,Left Wing,Forward,16,Chicago Blackhawks,800,251
Jeff Carter,Center,Forward,5,Pittsburgh Penguins,1058,Jared McCann,Left Wing,Forward,5,Pittsburgh Penguins,730,251
Johan Larsson,Left Wing,Forward,53,Arizona Coyotes,775,Christian Fischer,Right Wing,Forward,53,Arizona Coyotes,664,252
Roope Hintz,Left Wing,Forward,25,Dallas Stars,793,Denis Gurianov,Right Wing,Forward,25,Dallas Stars,962,253
Alex Iafallo,Left Wing,Forward,26,Los Angeles Kings,1094,Adrian Kempe,Center,Forward,26,Los Angeles Kings,1021,253
Mikael Granlund,Center,Forward,18,Nashville Predators,1260,Eeli Tolvanen,Right Wing,Forward,18,Nashville Predators,719,255
Dylan Strome,Center,Forward,16,Chicago Blackhawks,667,Alex DeBrincat,Left Wing,Forward,16,Chicago Blackhawks,1231,255
Mark Borowiecki,Defenseman,Defenseman,18,Nashville Predators,301,Matt Benning,Defenseman,Defenseman,18,Nashville Predators,986,255
